414.887523;532.710092;671.710972;317.781356;184.736143;78.967907;382.426491
415.887523;533.710092;672.710972;318.781356;184.736143;78.967907;382.426491
425.887523;547.710092;737.710972;358.781356;184.746143;78.967907;382.426491
412.887523;530.710092;657.710972;308.781356;184.736143;78.967907;382.426491
432.887523;554.710092;743.710972;370.781356;184.746143;78.977907;382.426491
412.887523;530.710092;657.710972;308.781356;184.746143;78.967907;382.426491
412.887523;530.710092;657.710972;308.781356;184.736143;78.967907;382.426491
412.887523;530.710092;657.710972;308.781356;184.746143;78.967907;382.426491
417.887523;537.710092;681.710972;329.781356;184.836143;79.017907;382.456491
531.887523;554.710092;859.710972;327.781356;185.866143;79.027907;383.516491
412.887523;530.710092;657.710972;308.781356;184.736143;78.977907;382.426491
412.887523;530.710092;657.710972;308.781356;184.736143;78.967907;382.426491
426.887523;545.710092;728.710972;359.781356;184.736143;78.977907;382.436491
429.887523;550.710092;732.710972;362.781356;184.746143;78.967907;382.446491
412.887523;758.710092;837.710972;308.781356;186.246143;80.147907;383.166491
569.887523;774.710092;737.710972;369.781356;184.876143;79.187907;382.496491
425.887523;546.710092;736.710972;357.781356;184.736143;78.967907;382.486491
412.887523;530.710092;657.710972;308.781356;184.726143;78.967907;382.426491
426.887523;546.710092;718.710972;351.781356;184.746143;78.977907;382.436491
426.887523;544.710092;724.710972;357.781356;186.276143;79.237907;382.856491
412.887523;530.710092;657.710972;308.781356;184.736143;78.957907;382.416491
412.887523;530.710092;657.710972;308.781356;184.746143;78.967907;382.416491
412.887523;530.710092;662.710972;311.781356;184.746143;78.967907;382.416491
412.887523;530.710092;657.710972;308.781356;184.736143;78.967907;382.426491
573.887523;779.710092;735.710972;366.781356;186.296143;81.657907;382.986491
575.887523;783.710092;929.710972;382.781356;184.836143;78.997907;382.496491
412.887523;530.710092;657.710972;308.781356;184.736143;78.967907;382.426491
412.887523;530.710092;657.710972;308.781356;184.746143;78.977907;382.426491
412.887523;530.710092;657.710972;308.781356;184.746143;78.967907;382.426491
414.887523;532.710092;668.710972;315.781356;184.746143;78.967907;382.436491
558.887523;761.710092;828.710972;328.781356;185.036143;79.307907;383.176491
426.887523;546.710092;718.710972;351.781356;184.746143;78.967907;382.436491
412.887523;530.710092;657.710972;308.781356;184.736143;78.967907;382.426491
412.887523;530.710092;657.710972;308.781356;184.746143;78.977907;382.426491
412.887523;530.710092;657.710972;308.781356;184.726143;78.967907;382.426491
535.887523;567.710092;725.710972;357.781356;184.906143;78.977907;382.436491
412.887523;530.710092;657.710972;308.781356;184.736143;78.967907;382.426491
412.887523;530.710092;657.710972;308.781356;184.736143;78.967907;382.426491
423.887523;542.710092;716.710972;351.781356;185.126143;78.977907;383.026491
527.887523;549.710092;837.710972;315.781356;185.006143;79.407907;383.626491
571.887523;778.710092;730.710972;362.781356;184.916143;79.027907;382.436491
412.887523;530.710092;657.710972;308.781356;184.726143;78.967907;382.416491
412.887523;530.710092;657.710972;308.781356;184.746143;78.967907;382.426491
412.887523;530.710092;657.710972;308.781356;184.736143;78.967907;382.426491
431.887523;552.710092;755.710972;367.781356;186.986143;80.997907;384.006491
412.887523;530.710092;657.710972;308.781356;184.736143;78.967907;382.416491
412.887523;530.710092;657.710972;308.781356;184.736143;78.967907;382.416491
412.887523;530.710092;657.710972;308.781356;184.746143;78.967907;382.426491
412.887523;530.710092;657.710972;308.781356;184.736143;78.967907;382.426491
526.887523;549.710092;837.710972;315.781356;186.806143;78.977907;382.916491
417.887523;535.710092;686.710972;325.781356;184.776143;79.417907;382.456491
412.887523;530.710092;657.710972;308.781356;184.736143;78.967907;382.416491
528.887523;554.710092;839.710972;322.781356;184.776143;78.967907;382.436491
424.887523;543.710092;719.710972;353.781356;184.946143;79.067907;382.646491
412.887523;530.710092;657.710972;308.781356;184.736143;78.967907;382.426491
558.887523;760.710092;827.710972;327.781356;184.836143;79.237907;382.816491
412.887523;530.710092;657.710972;308.781356;184.736143;78.967907;382.426491
412.887523;530.710092;657.710972;308.781356;184.736143;78.967907;382.436491
421.887523;539.710092;709.710972;339.781356;185.026143;79.437907;382.576491
426.887523;544.710092;725.710972;357.781356;184.736143;79.297907;382.426491
412.887523;530.710092;657.710972;308.781356;184.746143;78.967907;382.426491
412.887523;530.710092;657.710972;308.781356;184.746143;78.967907;382.426491
412.887523;530.710092;657.710972;308.781356;184.736143;78.967907;382.426491
412.887523;530.710092;657.710972;308.781356;184.736143;78.967907;382.416491
412.887523;530.710092;657.710972;308.781356;184.746143;78.977907;382.426491
531.887523;554.710092;852.710972;324.781356;185.446143;79.417907;384.406491
412.887523;530.710092;657.710972;308.781356;184.736143;78.967907;382.436491
412.887523;530.710092;657.710972;308.781356;184.736143;78.957907;382.426491
425.887523;544.710092;715.710972;348.781356;184.736143;78.967907;382.426491
412.887523;530.710092;657.710972;308.781356;184.746143;78.977907;382.416491
527.887523;549.710092;838.710972;315.781356;185.326143;79.057907;382.616491
429.887523;550.710092;730.710972;361.781356;184.736143;78.967907;382.556491
412.887523;530.710092;657.710972;308.781356;184.746143;78.967907;382.426491
414.887523;532.710092;670.710972;316.781356;184.746143;78.967907;382.416491
423.887523;542.710092;708.710972;343.781356;184.746143;78.967907;382.426491
416.887523;534.710092;678.710972;322.781356;184.756143;78.977907;382.446491
412.887523;530.710092;657.710972;308.781356;184.746143;78.967907;382.426491
412.887523;530.710092;657.710972;308.781356;184.746143;78.967907;382.416491
412.887523;530.710092;657.710972;308.781356;184.726143;78.967907;382.416491
412.887523;530.710092;657.710972;308.781356;184.746143;78.967907;382.426491
412.887523;530.710092;657.710972;308.781356;184.736143;78.967907;382.426491
412.887523;530.710092;657.710972;308.781356;184.726143;78.967907;382.426491
412.887523;530.710092;657.710972;308.781356;184.736143;78.967907;382.426491
